@relation pendigits-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P40.0-V

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
46,71,84,96,7,100,28,76,100,86,90,49,69,13,0,0,9
41,72,44,100,84,94,72,58,41,26,0,0,41,14,100,6,2
36,84,81,100,97,70,52,46,96,33,100,5,45,0,0,18,3
76,100,34,77,7,48,0,17,47,0,100,13,78,37,21,29,6
44,86,62,100,74,75,63,47,100,30,81,5,37,0,0,12,3
26,100,16,79,0,52,36,32,100,38,55,52,38,26,32,0,4
85,76,67,68,16,78,59,100,100,85,79,53,41,26,0,0,9
100,100,43,89,7,61,0,28,31,0,87,8,71,38,11,45,6
62,100,46,92,0,71,19,57,94,51,100,47,60,24,35,0,4
36,100,22,96,0,69,6,42,68,42,100,51,64,26,50,0,4
60,100,25,76,1,49,0,21,42,0,100,7,62,18,5,6,6
66,88,100,70,83,100,42,70,96,71,95,38,64,0,0,1,9
20,60,0,83,15,39,100,9,30,0,47,54,67,100,2,59,8
0,17,100,38,96,69,91,100,78,94,70,62,65,31,70,0,1
63,92,100,100,77,85,54,69,34,52,17,35,3,17,0,0,1
45,77,74,100,100,87,74,58,81,40,74,6,37,0,0,11,3
0,100,34,81,48,42,44,0,15,8,14,31,57,32,100,30,7
7,84,45,100,79,83,53,66,100,52,93,19,50,0,0,5,3
100,100,65,88,26,61,0,30,13,0,71,6,61,34,2,34,6
12,54,58,77,100,100,83,92,67,69,42,45,21,21,0,0,1
80,100,60,76,26,52,0,28,46,11,97,29,100,24,100,0,4
0,84,50,100,100,86,70,44,49,0,21,8,20,28,84,30,7
0,80,25,100,61,89,51,57,28,28,0,2,50,0,100,1,2
0,82,42,100,100,90,86,62,46,39,1,17,26,1,93,0,2
38,73,5,64,0,15,53,0,98,34,100,83,47,100,20,60,0
100,100,60,83,24,51,0,17,45,0,94,17,57,41,6,30,6
46,100,38,76,0,48,47,48,100,67,91,64,70,31,44,0,4
77,100,53,90,0,43,13,0,86,34,100,84,73,51,10,9,0
24,96,19,69,58,30,16,0,2,42,0,90,52,100,100,94,5
72,57,100,85,41,100,11,68,78,69,85,52,69,15,0,0,9
84,100,46,98,13,60,0,19,53,0,100,32,33,36,10,4,6
8,100,0,57,22,9,72,0,100,43,78,94,32,95,7,48,0
100,86,49,100,3,79,37,43,59,5,9,0,0,40,43,70,8
24,75,60,100,74,63,45,25,2,0,0,15,51,19,100,8,2
15,80,0,48,45,31,51,0,30,36,13,76,46,100,100,99,5
77,87,87,57,100,19,13,0,28,35,83,69,94,100,0,79,8
68,82,38,65,74,27,34,0,0,33,53,66,100,100,16,95,8
32,65,51,100,56,51,35,6,0,0,27,19,63,9,100,16,2
0,92,39,100,100,99,78,65,44,32,9,0,4,24,56,34,7
97,92,62,100,60,65,100,89,90,65,85,26,50,0,0,16,9
17,87,12,65,64,43,52,0,0,14,4,61,35,97,100,100,5
59,100,34,78,7,49,0,18,48,0,100,17,68,43,11,47,6
100,97,54,100,40,72,87,88,94,80,61,40,26,0,0,9,9
5,80,37,100,58,73,34,37,0,8,5,0,52,2,100,7,2
41,100,0,75,11,49,96,50,100,56,52,70,54,35,57,0,4
0,100,60,99,68,68,59,34,54,0,100,15,68,35,8,44,7
0,65,55,81,100,100,89,86,77,65,70,43,62,21,65,0,1
93,100,46,78,13,51,0,21,38,0,100,8,78,28,15,22,6
0,4,74,29,100,62,88,95,74,100,74,67,74,33,76,0,1
44,100,2,69,0,38,71,39,100,50,60,74,56,37,58,0,4
82,100,100,86,88,71,59,57,35,44,24,29,6,14,0,0,1
3,77,0,37,34,0,84,19,100,64,66,100,20,71,22,25,0
0,60,40,87,57,100,52,66,55,32,43,2,24,0,100,5,1
34,100,2,82,0,28,32,0,70,10,100,44,89,90,53,100,0
0,0,33,12,66,35,90,61,100,89,57,100,25,79,58,60,9
34,100,0,77,11,25,56,0,100,17,99,69,52,83,34,45,0
16,81,54,100,100,89,60,61,58,48,97,28,57,0,0,5,3
84,68,73,100,9,84,37,60,100,81,90,46,59,9,0,0,9
0,91,46,100,85,80,91,40,88,0,99,22,100,52,50,49,7
0,86,57,100,100,78,71,46,36,14,30,0,4,32,74,34,7
60,86,55,71,0,71,42,97,100,100,96,64,62,31,38,0,9
6,85,48,100,83,83,60,56,100,38,86,13,34,0,0,2,3
30,75,47,100,64,69,47,35,15,8,0,0,50,5,100,0,2
83,75,48,45,17,67,56,100,100,79,92,36,58,0,0,0,9
100,94,62,100,21,79,18,44,68,51,86,21,46,0,0,10,5
51,92,12,63,0,8,54,0,100,37,86,86,28,100,20,56,0
0,73,48,81,88,100,100,99,94,73,88,48,82,22,91,0,1
0,69,2,99,41,100,56,72,35,42,23,11,60,0,100,1,2
44,93,4,83,43,42,40,0,0,16,48,52,100,86,49,100,8
31,63,69,79,100,100,87,85,64,62,43,40,21,17,0,0,1
61,94,57,100,15,68,0,32,28,0,100,7,65,34,33,14,6
14,61,12,21,48,0,85,24,100,63,83,99,36,100,0,75,0
0,92,68,100,89,81,74,40,61,0,35,13,20,42,100,50,7
0,95,51,100,100,90,72,56,50,20,36,0,17,37,69,46,7
15,66,14,100,50,89,37,51,7,18,0,12,50,8,100,0,2
54,85,100,100,99,98,49,86,23,60,63,34,50,1,0,0,5
75,75,38,100,12,64,88,31,89,0,0,20,29,62,100,96,8
0,95,39,100,67,73,53,30,40,0,21,40,53,45,100,40,7
36,100,13,75,57,65,100,78,63,85,41,57,18,29,0,0,4
15,79,50,100,74,78,39,52,82,42,100,14,54,0,0,4,3
36,100,29,81,0,56,12,32,67,32,95,54,94,26,100,0,4
19,100,61,98,62,56,50,14,29,0,0,35,50,40,100,39,7
100,84,27,100,0,85,0,68,13,51,20,34,27,17,60,0,1
0,40,30,61,67,82,100,100,88,75,72,49,56,25,40,0,1
7,100,74,93,38,60,0,93,70,92,100,44,67,0,4,7,9
0,53,39,62,72,80,100,100,93,77,82,51,73,25,68,0,1
1,85,40,100,91,78,41,52,47,45,100,20,56,0,0,15,3
0,89,39,98,87,100,85,63,77,23,72,0,53,35,100,41,7
0,93,43,100,68,75,60,38,62,0,100,24,83,41,34,45,7
27,76,1,42,16,0,70,3,100,40,92,84,44,100,0,73,0
71,100,40,85,0,63,19,42,88,45,100,52,80,26,69,0,4
24,68,51,60,96,97,32,100,60,75,100,49,70,0,0,3,9
0,37,35,57,67,80,100,100,87,76,69,50,56,25,46,0,1
56,100,38,81,0,53,19,33,81,30,100,57,85,26,96,0,4
73,96,50,70,38,24,0,0,29,41,70,77,100,100,46,78,8
34,100,24,70,0,41,27,26,86,27,100,51,98,31,97,0,4
11,100,49,67,100,35,93,0,49,16,69,53,78,90,0,89,8
55,100,22,77,2,47,0,16,46,0,100,10,80,30,31,16,6
100,100,56,97,32,73,54,62,92,46,78,9,36,0,0,16,5
49,80,46,69,65,27,30,0,0,33,49,67,100,100,27,99,8
100,99,52,100,17,70,0,32,24,0,68,16,40,45,3,28,6
88,83,71,100,44,78,86,77,100,64,87,21,46,1,0,0,9
0,100,20,98,78,98,100,92,61,72,33,48,15,22,25,0,7
3,65,37,55,100,81,54,100,0,75,85,68,69,34,58,0,9
0,62,30,95,36,100,34,64,41,29,0,2,16,4,100,0,1
82,80,47,100,5,75,0,32,34,0,85,14,100,55,85,97,0
62,77,24,100,1,71,41,36,50,0,0,22,42,55,100,74,8
60,78,100,100,38,100,0,76,70,79,96,56,75,27,44,0,9
100,100,66,98,34,75,10,48,0,17,32,0,57,23,22,40,6
93,73,57,100,0,81,36,55,100,71,99,43,91,6,26,0,9
28,69,100,87,40,100,0,67,80,68,91,70,45,35,7,0,9
64,100,34,73,100,39,94,3,0,0,38,38,90,74,76,95,8
38,100,28,70,0,41,36,40,100,38,87,61,89,28,93,0,4
34,99,14,98,68,100,84,68,70,43,100,11,53,0,0,8,3
0,73,30,100,62,86,46,48,13,22,21,21,58,4,100,0,2
42,86,71,100,69,72,98,54,100,26,76,3,32,0,0,18,3
22,89,0,46,9,0,46,0,79,24,100,67,75,100,39,97,0
0,80,25,100,56,97,61,61,40,29,38,0,69,0,100,4,2
100,80,65,43,26,55,50,100,90,92,83,42,49,3,0,0,9
8,91,12,53,59,36,26,0,5,32,0,79,42,98,100,100,5
67,99,62,62,97,13,0,0,7,34,100,59,100,100,10,93,8
0,89,38,100,65,85,55,60,69,37,100,18,81,0,45,1,3
44,96,36,64,84,91,26,100,72,58,100,49,67,0,0,18,9
0,82,36,100,88,93,63,65,69,48,100,21,60,0,8,9,3
0,93,55,63,98,29,72,0,47,27,93,61,100,100,34,99,8
40,100,6,71,0,39,62,36,100,65,94,63,66,31,38,0,4
100,95,0,78,93,59,81,100,62,44,2,5,96,0,48,48,8
72,100,49,96,0,73,4,56,86,48,100,48,53,25,23,0,4
56,92,36,64,100,46,72,5,1,0,0,44,18,87,92,100,5
62,90,15,77,10,26,56,0,100,31,93,81,42,100,0,70,0
46,92,0,75,48,39,44,0,7,19,52,57,100,92,37,100,8
42,74,67,100,63,53,36,15,0,0,24,20,62,11,100,0,2
18,75,51,100,100,96,79,65,41,40,0,17,9,0,63,2,2
21,87,49,100,96,87,53,63,65,48,100,21,55,0,0,5,3
30,96,31,62,60,26,24,0,8,35,0,76,35,100,100,100,5
29,87,100,100,83,97,10,84,31,63,93,46,66,17,0,0,5
65,98,41,74,100,100,32,85,10,60,0,0,73,12,33,62,8
100,100,42,81,0,45,4,2,72,0,92,34,45,58,3,55,6
11,50,0,16,38,0,79,8,100,46,76,84,37,100,0,84,0
73,94,26,99,0,57,16,7,64,0,100,36,94,87,48,100,0
100,100,53,84,18,58,0,28,19,0,76,4,84,27,24,27,6
10,23,56,59,67,100,0,93,44,57,100,25,50,0,16,26,8
60,100,20,76,0,39,10,1,69,0,100,33,56,40,15,10,6
0,84,37,100,82,96,85,67,59,41,31,15,51,0,100,2,2
7,86,0,62,15,20,62,0,100,31,96,73,53,100,8,78,0
92,100,8,87,54,50,100,15,0,0,5,37,64,73,48,99,8
12,93,48,62,95,96,21,100,46,70,100,64,77,7,0,0,9
16,86,46,100,48,64,32,31,0,3,1,6,51,5,100,0,2
63,100,32,73,11,45,0,14,45,0,100,10,68,19,13,10,6
100,100,9,95,0,52,98,26,48,0,46,45,98,90,18,71,8
58,100,49,99,23,74,0,51,55,46,100,46,82,26,62,0,4
34,85,64,100,90,82,60,56,100,38,92,11,44,0,0,13,3
48,100,16,79,0,46,12,12,55,0,100,10,75,29,33,16,6
21,64,34,100,39,92,41,55,41,18,0,1,34,0,100,1,1
12,69,88,84,100,100,71,80,47,60,29,40,12,19,0,0,1
0,98,60,100,94,82,69,42,50,0,26,5,18,31,100,28,7
0,96,52,100,72,90,57,46,63,0,23,24,49,37,100,43,7
0,87,25,100,72,96,47,64,81,47,100,18,57,0,7,0,3
0,98,49,100,64,89,47,44,42,0,8,37,48,49,100,51,7
26,25,23,41,62,71,100,100,88,93,55,62,24,31,0,0,1
25,100,0,75,9,50,77,49,100,72,77,53,67,26,65,0,4
100,88,54,76,12,80,46,100,79,84,53,54,20,28,0,0,9
13,85,21,100,57,83,44,58,71,38,100,17,57,2,0,0,3
0,83,34,100,49,68,28,30,0,1,25,0,62,7,100,7,2
27,100,18,65,52,36,20,0,0,27,6,77,45,95,100,96,5
0,79,65,71,100,100,27,90,3,62,78,68,70,41,35,0,9
0,51,8,20,40,0,78,11,100,43,95,81,61,100,27,85,0
47,100,20,67,73,35,45,0,0,2,0,41,18,79,100,94,5
30,93,70,100,88,63,86,23,85,0,100,30,50,34,0,34,7
52,98,100,100,100,80,63,61,93,40,96,16,51,3,0,0,3
29,87,92,100,94,98,34,81,36,45,100,37,64,7,0,0,5
86,100,48,79,13,52,0,22,45,0,100,16,76,40,6,35,6
0,66,23,100,53,83,41,43,14,10,13,0,56,9,100,12,2
70,100,51,76,18,49,0,36,53,41,100,44,90,34,84,0,4
9,100,10,91,0,61,0,31,55,24,90,45,88,29,100,0,4
81,100,56,78,22,54,0,30,46,14,100,27,100,25,87,0,4
0,51,35,69,78,91,100,100,81,75,62,50,40,25,24,0,1
0,80,35,100,99,82,100,45,61,12,20,0,18,34,92,31,7
100,81,58,64,29,89,74,100,87,65,91,29,63,0,0,9,9
15,100,39,92,0,61,1,36,72,36,100,54,85,36,80,0,4
7,66,43,92,42,100,43,58,55,17,0,0,22,0,100,1,1
9,100,0,59,7,18,39,0,75,7,100,34,99,74,69,95,0
54,88,24,76,66,51,47,2,0,0,18,48,50,92,100,100,5
51,100,21,73,0,43,48,40,93,52,100,59,76,30,56,0,4
35,100,17,68,0,36,50,37,100,36,81,58,62,35,56,0,4
0,98,30,100,66,98,100,93,76,71,56,46,47,17,43,0,7
18,61,51,37,44,0,0,13,33,48,84,79,100,100,35,75,8
14,69,34,100,50,74,29,36,0,21,36,23,68,0,100,14,2
80,78,32,100,16,68,81,71,100,71,100,35,68,4,0,0,9
23,85,69,100,62,68,53,27,32,0,0,2,50,5,100,3,1
45,100,26,70,0,34,21,26,82,25,100,59,82,41,78,0,4
11,82,0,40,15,0,71,11,100,47,96,88,42,100,7,67,0
10,82,15,51,70,36,54,0,20,28,0,73,42,91,100,100,5
0,38,42,60,74,100,62,61,55,17,3,1,19,0,100,5,1
37,100,11,72,0,33,26,0,74,7,100,42,81,79,36,99,0
0,70,18,97,76,100,92,74,66,36,54,0,100,26,58,33,7
8,70,0,96,46,100,100,98,96,75,69,50,48,24,58,0,7
90,88,31,100,31,62,90,76,97,79,100,33,59,0,0,23,9
0,72,9,100,68,94,74,63,49,34,6,9,30,0,100,1,2
20,93,1,47,9,0,63,0,100,38,100,84,45,100,0,70,0
69,99,13,100,0,65,54,68,70,74,100,37,74,5,17,0,9
58,58,100,91,25,100,0,67,86,63,88,70,47,35,8,0,9
64,75,43,100,40,60,100,28,81,0,0,6,38,44,72,75,8
31,88,68,100,60,86,76,68,100,44,78,18,39,6,0,0,3
36,73,12,51,25,0,76,15,100,62,63,100,15,75,0,25,0
25,79,5,36,32,0,75,19,100,60,81,100,35,94,0,62,0
47,50,88,41,100,1,0,0,18,41,88,76,84,100,12,73,8
72,69,82,97,4,100,0,74,91,78,100,53,60,27,24,0,9
100,80,54,100,42,64,92,80,96,76,94,35,62,0,0,8,9
100,100,83,96,67,80,50,64,37,48,20,32,7,16,0,0,1
82,100,24,94,52,46,75,0,0,13,38,56,100,92,64,99,8
75,100,41,69,0,39,45,30,100,37,92,65,55,33,23,0,4
21,100,4,74,0,30,32,0,81,20,100,59,76,96,25,90,0
41,94,82,100,97,79,81,54,100,30,86,6,42,0,0,1,3
31,74,88,100,100,95,98,55,96,16,25,2,0,0,100,2,1
48,100,8,73,0,31,29,0,78,16,100,54,79,91,33,79,0
19,63,58,100,52,74,47,27,91,0,100,5,25,8,0,9,1
34,75,0,44,0,3,47,0,86,29,100,67,74,100,24,91,0
100,79,54,100,21,67,78,60,98,82,92,38,60,0,0,6,9
0,96,64,100,100,73,90,41,77,8,53,0,25,26,100,30,7
23,96,27,54,64,35,33,0,12,42,0,93,50,96,100,100,5
11,72,38,100,53,72,34,35,5,3,0,1,52,0,100,1,2
100,100,56,92,22,66,0,34,8,0,56,0,71,29,25,40,6
24,86,57,100,55,72,30,47,0,26,31,9,69,1,100,0,2
0,83,26,100,53,84,42,50,16,24,27,5,66,0,100,7,2
30,82,64,100,100,84,68,62,62,47,85,23,50,3,0,0,3
16,91,0,49,61,55,54,2,14,0,0,57,33,96,100,100,5
7,90,55,100,93,82,79,54,41,31,0,10,40,0,100,0,3
0,59,18,94,52,100,52,61,32,26,24,0,62,7,100,14,2
9,92,93,100,100,76,67,38,36,0,0,6,0,32,88,37,7
81,69,63,100,0,82,41,41,81,0,19,3,41,44,100,74,8
0,57,33,74,79,94,100,100,81,75,65,50,53,25,51,0,1
60,98,34,56,99,66,74,100,58,65,100,58,66,0,0,8,9
0,81,26,100,62,100,67,74,59,50,47,24,61,3,100,0,2
1,84,0,69,72,41,94,3,11,0,4,45,13,91,100,100,5
100,97,58,100,21,70,0,34,21,0,71,1,57,28,11,14,6
83,68,58,100,5,82,45,59,88,76,100,31,63,0,0,4,9
0,79,34,100,64,87,57,59,100,48,92,16,50,0,9,11,3
12,87,56,64,83,27,21,0,0,29,55,62,100,95,9,100,8
59,100,6,57,100,72,26,86,64,46,0,0,91,10,35,34,8
0,83,38,100,79,90,77,47,74,4,62,0,54,32,100,39,7
2,82,42,100,100,97,76,73,42,53,85,33,56,8,0,0,3
94,77,61,100,53,73,100,78,98,58,94,15,49,0,0,14,9
4,58,19,15,66,0,100,33,99,78,57,100,15,71,0,29,0
0,96,46,100,73,68,61,34,34,0,4,1,28,23,100,30,7
42,100,0,79,24,56,91,58,100,83,75,61,60,31,49,0,4
100,100,43,78,80,39,76,0,0,10,39,46,86,82,10,97,8
43,100,10,76,0,47,10,18,53,0,100,12,86,36,33,38,6
42,100,24,72,0,43,50,49,93,70,100,61,94,29,99,0,4
0,40,30,55,56,77,82,100,100,91,89,60,76,30,74,0,1
73,98,14,78,19,0,100,41,56,100,0,58,76,85,14,13,0
24,93,49,100,100,90,67,63,50,35,97,17,54,0,0,6,3
39,90,95,100,100,99,45,86,64,72,91,43,53,13,0,0,5
15,73,46,100,72,65,44,25,0,3,13,10,62,0,100,16,2
0,38,32,51,64,75,93,100,100,97,91,64,83,32,75,0,1
40,92,74,99,100,100,66,92,33,80,30,39,32,0,0,0,5
0,70,3,91,45,100,100,100,75,75,51,50,34,24,39,0,7
39,90,4,68,0,20,41,0,84,24,100,70,67,100,23,80,0
86,100,38,80,6,51,0,18,47,0,100,13,62,30,7,18,6
0,87,38,100,88,88,68,58,47,39,100,28,96,0,41,1,3
100,100,66,85,39,61,16,34,10,3,45,0,36,22,0,12,6
17,78,53,100,68,73,37,41,0,14,25,25,62,0,100,15,2
80,100,28,96,0,20,52,0,100,65,61,94,57,68,32,30,0
21,100,19,81,11,50,0,23,65,30,100,43,65,30,68,0,4
0,82,32,75,70,88,100,100,89,75,75,50,61,25,54,0,1
36,93,31,55,79,100,0,73,31,53,27,0,100,37,32,46,8
2,94,93,100,100,78,86,39,74,0,37,10,0,43,100,43,7
22,77,62,100,90,74,55,43,93,49,100,18,42,0,0,22,3
74,100,25,92,0,63,3,32,39,6,100,9,74,25,38,0,6
79,87,98,81,71,100,72,73,100,66,91,21,48,0,0,13,9
98,80,34,100,8,73,73,44,100,10,8,0,0,27,70,55,8
28,69,43,100,77,86,60,45,29,9,0,1,52,0,100,6,2
0,76,26,100,52,87,42,47,19,17,37,3,69,5,100,0,2
0,35,44,64,61,100,61,48,31,10,0,0,54,2,100,1,1
0,54,49,75,96,100,91,75,69,45,51,16,27,0,100,6,1
1,90,42,100,76,89,59,61,100,44,100,18,55,2,0,0,3
100,100,38,87,2,62,48,51,94,28,70,0,0,4,2,28,5
0,83,29,100,88,95,64,69,73,43,100,13,50,1,10,0,3
0,81,38,100,71,82,54,41,33,0,26,14,43,46,100,55,7
61,79,98,79,73,100,53,78,100,67,84,37,44,16,0,0,9
25,85,68,51,91,13,16,0,50,33,100,65,79,100,0,89,8
0,85,49,100,100,93,69,70,38,48,96,35,91,13,36,0,3
100,100,48,80,17,54,0,26,25,0,96,4,84,23,19,12,6
17,98,0,47,31,3,84,0,100,50,71,98,23,100,3,52,0
12,72,50,83,92,100,100,92,75,69,47,46,22,23,0,0,1
43,89,79,64,79,100,32,77,88,78,100,36,69,0,0,3,9
0,74,26,98,64,100,76,71,56,41,30,14,60,1,100,0,2
31,91,1,62,0,20,37,0,80,15,100,52,86,91,44,100,0
86,71,100,100,58,79,24,51,0,17,28,0,43,25,2,21,6
0,76,31,100,67,82,47,44,13,13,5,1,52,4,100,0,2
41,80,73,100,92,76,57,50,100,40,86,9,37,0,0,23,3
100,100,87,85,56,64,30,41,13,17,41,0,44,15,0,14,6
100,94,67,100,39,100,37,68,62,52,58,32,28,16,0,0,5
29,74,53,100,100,99,75,71,81,51,81,20,38,0,0,15,3
20,100,14,70,0,40,3,16,77,22,100,45,96,30,96,0,4
30,100,90,99,81,100,32,78,52,57,100,31,58,0,0,17,5
23,79,37,100,56,68,42,32,0,14,36,12,83,0,100,33,2
0,64,32,68,73,84,100,100,88,75,81,50,75,25,71,0,1
19,91,58,100,100,88,69,60,51,37,93,17,53,0,0,1,3
38,100,1,75,0,29,36,0,80,14,100,56,79,97,37,94,0
18,78,53,100,90,81,43,57,90,55,100,22,52,0,0,16,3
0,34,16,54,51,77,89,100,86,75,73,50,70,24,100,0,1
87,100,11,90,62,63,100,28,53,0,0,23,45,57,94,89,8
0,53,40,72,82,95,100,100,68,75,38,51,18,25,10,0,1
0,94,47,100,99,92,100,60,75,30,52,0,22,28,67,39,7
39,100,75,61,100,98,34,81,9,30,72,0,83,45,0,50,8
57,51,100,74,87,100,27,94,0,69,57,58,75,32,65,0,9
0,64,47,81,100,100,91,84,65,62,47,40,42,17,63,0,1
47,68,0,70,53,34,85,0,22,12,53,59,100,100,46,88,8
17,100,0,74,6,36,77,37,100,63,73,95,71,47,75,0,4
100,100,46,88,13,61,0,32,16,4,90,0,81,20,20,3,6
100,80,66,55,22,67,55,100,100,80,94,40,59,5,0,0,9
7,78,78,100,100,93,98,51,98,9,22,0,0,1,93,2,1
0,82,34,100,78,90,49,62,80,49,100,18,62,0,18,13,3
78,96,9,75,100,66,82,100,17,54,0,0,81,18,24,61,8
70,100,2,50,15,1,100,36,70,79,36,56,67,51,0,0,0
11,75,26,100,46,81,28,46,0,17,21,19,59,0,100,11,2
42,49,34,94,81,100,85,53,48,16,0,0,45,3,100,3,2
100,100,65,89,35,63,9,34,0,2,44,0,55,25,7,19,6
0,100,3,100,52,99,100,100,73,86,50,57,32,27,34,0,7
91,94,13,83,67,52,100,18,16,0,0,33,36,68,48,100,8
25,67,54,100,56,78,51,34,20,4,0,9,51,4,100,0,1
0,75,24,100,47,75,37,41,8,15,28,26,66,20,100,0,2
19,100,55,99,58,67,30,39,0,15,21,0,60,1,100,0,2
49,100,25,79,0,48,84,46,100,64,66,70,57,35,56,0,4
4,55,60,77,100,100,80,92,56,70,40,46,32,23,0,0,1
17,97,87,100,100,66,72,31,43,0,0,32,32,45,73,45,7
41,90,0,68,9,9,57,0,100,30,91,84,45,100,5,73,0
33,92,72,100,100,88,80,69,61,49,67,27,35,12,0,0,3
47,68,59,100,100,94,81,56,47,23,0,3,45,9,99,0,2
37,100,0,73,30,49,100,51,86,76,57,75,47,38,44,0,4
82,87,36,100,0,60,10,8,62,0,100,37,93,90,47,92,0
76,85,0,100,16,63,81,31,69,0,6,25,34,64,100,95,8
84,78,27,54,6,82,65,100,89,65,100,28,69,0,0,10,9
13,92,6,38,34,0,79,8,100,55,79,100,34,100,0,66,0
25,100,9,78,0,34,29,0,81,6,100,47,77,85,24,96,0
80,100,28,81,44,70,89,82,89,54,100,25,69,4,0,0,9
18,88,2,54,40,25,2,0,0,30,20,70,45,100,100,93,5
50,81,74,100,100,75,75,43,36,20,0,28,47,23,84,0,2
0,55,46,58,73,82,100,100,92,75,89,50,84,25,89,0,1
23,49,81,69,100,100,35,87,33,53,68,21,13,0,0,28,8
100,100,62,96,27,75,5,49,0,20,30,0,66,17,30,34,6
80,100,59,97,26,71,0,43,28,23,94,38,100,28,81,0,4
13,58,40,100,49,97,46,45,25,3,0,1,50,1,100,0,1
0,90,43,100,89,87,75,59,44,36,9,14,48,5,100,0,2
5,28,50,60,69,100,17,90,60,58,100,24,49,0,0,22,8
20,88,1,52,17,7,69,0,100,38,85,84,36,100,0,69,0
75,100,46,69,22,37,12,3,66,0,100,26,45,34,0,13,6
4,73,44,100,83,81,55,43,12,15,0,22,52,20,100,0,2
6,83,0,39,24,0,73,11,100,51,82,94,35,100,6,62,0
24,80,59,95,100,100,63,92,25,78,21,47,36,16,0,0,5
44,86,71,100,100,88,73,69,61,51,68,26,36,10,0,0,3
45,100,30,79,0,47,8,41,68,38,100,52,96,35,91,0,4
0,68,17,84,81,100,100,81,86,60,72,40,58,20,50,0,1
0,66,21,100,50,78,42,33,24,0,9,40,54,55,100,69,7
65,100,35,85,4,54,0,20,48,0,100,24,67,51,7,36,6
29,80,62,100,74,63,52,26,4,8,0,30,56,25,100,0,2
43,91,9,59,0,14,43,0,85,22,100,67,68,100,21,97,0
8,72,41,100,70,72,47,35,9,7,0,6,50,9,100,0,2
0,81,41,100,60,72,43,35,20,0,5,35,48,49,100,48,7
88,81,43,100,31,74,86,69,100,57,86,17,38,0,0,7,9
17,80,48,100,70,77,56,54,100,45,91,13,48,0,0,6,3
60,100,46,57,0,23,27,14,100,14,98,57,80,43,82,0,4
0,89,50,100,85,78,70,39,56,0,30,13,43,35,100,45,7
42,100,22,76,0,52,26,34,82,41,100,47,74,24,57,0,4
54,69,78,100,70,55,39,18,0,0,16,23,58,18,100,10,2
0,100,56,96,100,77,73,43,45,10,53,0,85,31,30,33,7
100,100,74,97,50,66,34,30,49,0,75,18,37,24,0,15,6
49,100,14,73,0,39,10,5,64,0,100,25,57,44,1,38,6
93,95,40,98,9,62,0,21,47,0,100,22,99,63,69,100,0
11,95,8,55,56,35,33,0,0,25,1,65,43,92,100,100,5
0,91,44,100,79,74,64,37,53,0,27,23,40,38,100,39,7
59,77,60,44,69,0,0,6,36,43,100,72,96,100,31,75,8
46,83,41,52,38,15,0,0,18,32,36,65,59,87,100,100,5
1,77,80,74,75,100,0,84,38,66,100,76,87,38,88,0,9
63,100,40,73,70,63,100,77,79,74,55,48,29,23,0,0,4
0,85,48,100,84,89,73,48,65,6,48,0,37,28,100,33,7
0,100,67,100,86,72,56,37,34,0,6,33,32,45,100,46,7
2,85,43,100,66,79,54,52,100,39,97,13,51,2,0,0,3
20,71,30,100,75,97,59,63,25,35,0,10,50,3,100,0,2
13,100,0,71,37,50,100,56,90,76,80,61,81,30,88,0,4
27,100,0,69,1,26,33,0,73,8,100,41,91,77,52,75,0
38,92,15,72,42,44,25,0,0,8,8,61,40,93,100,100,5
18,86,0,62,22,9,71,0,100,49,78,100,29,94,17,41,0
30,100,0,72,13,43,66,40,100,62,92,60,68,30,49,0,4
88,93,2,100,22,66,100,37,75,0,0,11,28,52,88,86,8
29,88,90,100,69,95,12,74,35,58,100,47,64,17,0,0,5
46,100,10,83,34,64,100,77,71,82,49,54,22,27,0,0,4
100,95,49,100,14,71,0,34,21,0,64,16,39,45,29,13,6
0,99,28,100,65,95,100,89,95,66,72,43,50,18,45,0,7
49,100,14,71,0,24,33,0,73,8,100,45,83,89,44,95,0
0,68,50,100,57,96,56,54,56,13,36,6,1,0,100,1,1
78,100,29,88,0,52,2,10,55,0,100,26,98,67,51,77,0
0,39,35,55,68,77,100,100,96,76,77,50,56,25,36,0,1
89,75,77,100,0,83,38,56,100,81,91,50,74,12,2,0,9
19,77,20,44,36,0,15,7,0,52,8,88,54,99,100,100,5
100,90,68,100,38,74,28,38,68,43,76,15,39,0,0,8,5
0,93,44,100,78,72,68,33,39,0,20,24,52,44,100,46,7
14,91,0,96,56,100,100,90,87,66,62,44,35,22,10,0,7
57,100,34,71,0,45,7,41,61,41,100,56,80,32,70,0,4
16,74,0,28,37,0,81,23,100,68,65,100,18,88,0,45,0
29,96,5,100,0,72,4,45,47,36,77,51,75,23,100,0,4
57,70,81,100,72,71,60,35,50,0,0,4,49,6,100,9,1
